B1,B2,B3
176,52,kalpadrumakalikA
177,52,adhamArdha
178,52,ekAntabhUta
179,53,zUdrarAjya
180,53,koSThila
181,53,sAndratama
182,53,parkaTI
183,53,garj
184,54,harAzayA
185,55,gANDImaya
186,55,rugNa
187,56,kSemavatI
188,56,aSTAzapha
189,56,prArch
190,56,kAMsyaka
191,57,gAMmanya
192,57,cihnadhara
193,57,yoginIjJAnArNava
194,57,sAvitrIpatita
195,58,anupuS
196,58,AdityasUnu
197,58,puSTipati
198,58,vRSan
199,58,diviSTambha
200,58,somavArAmAvAsyAvratapUjA
201,59,tIrthakIrti
202,59,dvyaNuka
203,60,lakSmInivAsa
204,60,abhI
205,60,bhayAkrAnta
206,60,rAjahatyA
207,60,janmasamudra
208,61,phaJjikA
209,61,tAnti
210,61,meghavisphUrjita
211,61,niHSyand
212,61,dharitrIputra
213,62,masurA
214,62,upavyAkhyAna
215,62,durghaTodghATa
216,63,hasanA
217,63,dilIra
218,63,grAmayAjin
219,64,purastAdvadana
220,64,daivadoSa
221,64,vaitaMsikAya
222,64,vitrAsitavihaMgama
223,64,devadharman
224,65,dhe
225,65,smaracchattra
226,66,hastAGguli
227,67,dhautakauzeya
228,67,sUryapattra
229,67,sAMnata
230,67,bRhatpattra
231,67,ghaTabhava
232,67,dhanatama
233,68,chikkika
234,68,priyavastu
235,69,duHkhopaghAta
236,69,dalAmala
237,69,cetanIyA
238,69,samanudhyai
239,69,nizAvedin
240,70,anumAnacintAmaNi
241,70,badhiriman
242,70,kuluGga
243,70,vItaghRNatA
244,70,dharmavarman
245,71,kSaNita
246,71,kUrpAsaka
247,72,homArjunI
248,72,brahmasadana
249,72,vizvezvarasaMhitA
250,73,avalIna
251,73,kAmyatA
252,73,dvaitasiddhAntasaMgraha
253,73,kapItana
254,74,pratIkSya
255,74,sArvakAmika
256,74,kSIrAbdhi
257,74,pramodacArin
258,75,ekapati
259,75,kulAdri
260,75,rAs
261,76,bhrUkSepAlApa
262,76,dharmavicAra
263,76,vikuja
264,76,zrIkaraNa
265,76,prasajya
266,77,ArAtrivivAsam
267,77,pArda
268,77,pattraparzu
269,77,dharmAloka
270,77,pravardhaka
271,77,dhUnana
272,78,sadogata
273,78,prameyanavamAlikA
274,79,nirhetu
275,79,jalapradAnika
276,79,drumm
277,79,kanakapuSpikA
278,79,vigAhya
279,79,kAlotpAdita
280,80,parihAsakathA
281,80,vimauna
282,80,hRdayAvin
283,80,abhiSTikRt
284,80,zirizirA
285,80,pravicArita
286,81,smaramoha
287,81,zItakRcchraka
288,81,yakSAdhipa
289,81,vinirdahanI
290,81,ghanI
291,82,vaikuNThIya
292,82,prastava
293,82,bubhukSA
294,82,kRSNakhura
295,82,parapArabhUta
296,83,Attasvatva
297,83,niHzUka
298,83,buddhakSetraparizodhaka
299,83,prahitaMgamavat
300,83,girimAna
301,83,kaulAvalIya
302,84,durmada
303,84,sunandaka
304,85,brahmavadhyA
305,86,malavadvAsas
306,86,anusami
307,86,napuMsakapAda
308,87,pU
309,87,zyeta
310,87,bodhitavya
311,88,mahAkapittha
312,89,niSThuramAnasa
313,89,viSuvaddivasa
314,89,rAjicitra
315,89,kiGkiNi
316,89,sthAnasthAna
317,89,zatAdhyAya
318,90,vatsazAlA
319,90,moraka
320,90,vardhamAnapuradvAra
321,90,kambukASThA
322,90,kumbhIdhAnya
323,91,kRRt
324,91,nakharI
325,91,romapAda
326,92,bhRttva
327,93,muhUrtadarzana
328,94,vaizeya
329,94,nigrAhaka
330,94,yamatarpaNa
331,94,navarasataraMgiNI
332,94,kalAyana
333,95,suvidalla
334,96,tarutA
335,96,sasAdhana
336,96,varSazata
337,97,medinIkara
338,97,bodhisattvAvadAnakalpalatA
339,97,vRkSakanda
340,97,zivacampU
341,98,tathAjAtIyaka
342,98,kiryANI
343,98,Asphotaka
344,98,gaNeya
345,98,nirvANamastaka
346,99,asaMbhrama
347,99,kuleya
348,100,paJcagupta
349,100,yathAdhIta
350,100,bArhaspatyamuhUrtavidhAna
351,101,dhUmana
352,101,sthavimat
353,101,zakacella
354,101,upAvraj
355,101,yathAdhikAra
356,102,paNDitAya
357,102,utpruS
358,103,rogada
359,103,turaka
360,104,pradhUpita
361,104,prayAgabhaya
362,104,saMcAyya
363,104,pradhanya
364,105,bhakSyabhojyamaya
365,105,amararAj
366,105,savidha
367,105,sakhelam
368,105,zabdAbdhi
369,105,mal
370,106,civiTa
371,107,ratnAkaratva
372,107,kavalaprastha
373,107,vivasvat
374,107,Abhiyogika
375,107,yogIzvara
376,107,sarasvatIdazazlokI
377,108,ramalapaddhati
378,108,nimad
379,109,akSamAlA
380,110,navasU
381,110,tArakAmaya
382,110,krItAnuzaya
383,110,AnRtaka
384,110,pUrvapakSavyAptilakSaNa
385,110,steyakRt
386,111,bAdhUlasmRti
387,111,sasuhRd
388,111,citrabhAnu
389,111,karNazUla
390,111,vipakSIya
391,111,bhadrarohiNI
392,112,bASpadurdinAkSa
393,113,sampraNud
394,114,pUrvapakSarahasya
395,114,naivedya
396,114,pramadakAnana
397,114,traiguNya
398,115,sAtya
399,115,yathAkaniSTham
400,116,jirvi
401,116,zaivatA
402,117,zinIvAlI
403,118,bahuphalikA
404,118,syam
405,118,punarbhava
406,118,udAcar
407,118,tarucchAyA
408,119,kSIban
409,120,vadanAmaya
410,120,nisRta
411,121,zukavAc
412,121,pANigrAha
413,121,bhavAnIsahAya
414,121,zAkalahomIya
415,122,pariveza
416,122,visphuTa
417,122,sazrI
418,122,Aphalaka
419,122,mUtrazUla
420,122,viralita
421,123,apakSatA
422,123,pratyApIDa
423,124,mahormin
424,124,vyAkulaya
425,124,skandhacApa
426,124,udIrNadIdhiti
427,124,rasayoni
428,125,dvitIyamizralakSaNaprakAza
429,125,sAhaJjanI
430,125,kanakamuni
431,125,jayavatI
432,125,vizvaprI
433,125,udgRR
434,126,vyomamaJjara
435,126,sakha
436,127,uttamapuruSa
437,127,asijala
438,128,zilpizAlA
439,128,kAryapadavI
440,128,udyamIyas
441,128,ardhagarbha
442,128,annAvRdh
443,129,dhATIrahasya
444,130,ulumbA
445,130,vadhanA
446,131,palyula
447,131,khasaphalakSIra
448,131,sAmatejas
449,131,carcita
450,131,deveSTA
451,132,sAbhiprAya
452,132,lohitaka
453,132,pratibANi
454,132,ghRS
455,132,bahubhauma
456,132,likhitavya
457,133,RjUkaraNa
458,133,antarniSTha
459,133,upamUlam
460,133,vihrut
461,133,sambhogakAya
462,133,zivATI
463,134,rAjAdhiSThAna
464,134,maJjIra
465,135,snehapUrvam
466,135,anujJApya
467,136,zAba
468,136,yathAzaktyA
469,136,madhumAdhavamAsa
470,136,mahimagha
471,136,zRGgAraceSTA
472,137,zirasiruha
473,137,madanaratnanighaNTu
474,137,aSTApadA
475,137,aindriya
476,137,samyaktvamithyAtvasarvasaMgrasana
477,138,jAyala
478,138,pratikoNam
479,138,uSTrAkSa
480,138,svAtmAnubhava
481,139,ekarSi
482,139,zasA
483,139,saMgItamImAMsA
484,139,bhaktisArasaMgraha
485,139,udAhitatara
486,140,saMgIrNa
487,140,bhairavanavarasaratna
488,140,kuthaka
489,141,pItAzman
490,141,maghAbhU
491,141,balacakra
492,141,saMvRtamantra
493,141,vyAkIrNakezara
494,142,maNDalanAbhi
495,143,dUrIkR
496,143,vyarNNa
497,143,pariSahA
498,143,manthara
499,143,tarumastaka
500,144,sivaka
501,144,laghuvimarzinI
502,144,abhiparye
503,144,mAnuSadaivika
504,145,vAleya
505,145,agnizuzrUSA
506,145,mUlakatva
507,146,zakunigraha
508,146,kumudAkSa
509,146,suvarcaka
510,146,vaipathaka
511,146,tIv
512,146,sUtrakRtAGgavRtti
513,147,adribhedana
514,148,zvetaparNAsa
515,149,ruhvan
516,149,hRtpIDA
517,149,vitathaprayatna
518,149,sarvela
519,149,vrAta
520,149,saMlap
521,150,tvagbila
522,150,kRcchrAri
523,150,rohiteya
524,151,prAgahi
525,151,lalitapurANa
526,151,parINAya
527,152,vittezapatana
528,152,pitRvya
529,152,pragup
530,152,naudaNDa
531,153,bhagavadyauvanodgama
532,154,Atava
533,154,kAmAkSA
534,155,dhRtimatI
535,155,bAlizamati
536,155,vAgbaddha
537,155,apohya
538,155,spaSTaya
539,155,nArAyaNazrIgarbha
540,156,prAgrya
541,156,pUrvavartitA
542,156,upajagatI
543,156,nAnAvidhazAnti
544,156,vRSavrAta
545,156,nAgarotthA
546,157,apacAyaka
547,158,khaNDita
548,158,apavAsa
549,158,niSprANatA
550,158,pratidvAram
551,158,sakRllU
552,158,balastha
553,159,vaikuNThatva
554,159,tryambakasakha
555,159,kakkhaTapattraka
556,159,naizvAsa
557,160,UnaSoDazavarSa
558,160,amRtAya
559,160,sunibhRtam
560,160,sAdhutas
561,160,mahAzakuni
562,161,viruddhasiddhAntagrantharahasya
563,161,sarvaprAyazcittalakSaNa
564,161,lavaMgalatA
565,161,ullamphana
566,161,paramArtavat
567,161,khaTvAGgavana
568,162,susaMyata
569,162,bAhyA
570,163,nalinIsaMvartikA
571,163,vidhumaya
572,163,brAhmIzAntisaMkalpa
573,163,yAmye
574,163,tapantI
575,163,bAlAkyA
576,164,gRdhrapati
577,164,vasumatIcitrasenAvilAsa
578,164,leDhR
579,164,sItAsvayaMvara
580,164,mUrtilakSaNa
581,165,utkSipti
582,166,tAmrasena
583,166,havirgandhA
584,166,zvetavastrin
585,166,bhAgavatapurANamaJjarI
586,166,brahmarasAsava
587,167,pravicaya
588,167,nakhanikRntana
589,167,marudeza
590,168,duHzakta
591,168,paJcakarman
592,168,vidya
593,168,dhanuSkhaNDa
594,168,rAdhAmAdhavavilAsa
595,168,vyupe
596,169,kharapuSpa
597,169,nud
598,169,AdhAtR
599,169,mahiSIkanda
600,169,tiryagyAta
601,170,vaicitrI
602,170,avasikta
603,170,pANDva
604,170,pauNiki
605,170,oSThakarNaka
606,171,tugAkSIrI
607,171,Rtaya
608,171,rasayitavya
609,171,masRNitazila
610,172,anupravartita
611,173,aniyatAtman
612,173,nandikezaliGga
613,173,dizya
614,174,nirbhaj
615,174,viSvagaJcana
616,175,utsaGginI
617,175,dhUmapAta
618,175,adhizaya
619,175,baudhAyanIya
620,175,satattva
621,175,kalyANasaptamIvrata
622,176,zatagva
623,177,sUryAkSa
624,177,sutuka
625,178,rUpapati
626,178,vyAjatapodhana
627,178,bhAgavatapurANAdyazlokatrayITIkA
628,178,azraddhya
629,178,parivaMzaka
630,179,kAzin
631,179,kaulAla
632,180,mahAviziSTa
633,180,kArapatha
634,180,apakarSasama
635,181,saktukAraka
636,181,kuruta
637,181,yuvadrik
638,182,caNDavega
639,183,padaratnAvalI
640,184,vAkkeli
641,184,mantrajyeSTha
642,185,avRkSaka
643,185,surabhIgotra
644,185,vizrambhasaMsupta
645,186,sarpavRzcikaromavat
646,186,zavasI
647,186,kITaja
648,186,upayAmin
649,187,mRgajAlikA
650,187,raktagranthi
651,187,ratnakUTa
652,187,prauDhatva
653,187,priyailikA
654,187,tadvattA
655,188,prahlatti
656,188,suprAta
657,188,yazaskara
658,189,kuddAlapAda
659,189,cakrin
660,189,sammIlita
661,189,piGgezvara
662,189,navagrahazAnti
663,190,vajramAlA
664,190,yuddhajayArNava
665,191,svayamAhRtyabhojin
666,191,dIrghasUtra
667,191,apravINa
668,192,mantramahodadhi
669,192,khANDavI
670,192,sAdhanIyatva
671,192,dazayojanI
672,192,apavaktra
673,192,pRthvIpatitva
674,193,sampannaMkAram
675,193,maluma
676,193,kAJcanapuSpaka
677,194,anyathAdarzana
678,195,maNipUrapura
679,196,ahamindra
680,196,ghurughurAghoSa
681,196,pAdazauca
682,196,zrAddharatna
683,197,yUpakavat
684,198,anujIv
685,198,bhagavatsiddhAntasaMgraha
686,198,citreza
687,198,vyAvacarcI
688,198,citrakUlA
689,198,svasthavRtta
690,199,yada
691,199,saMkhyAmaGgalagranthi
692,199,saMsRticakravAla
693,199,vaikAyana
694,199,kRtacetas
695,200,sampratimukta
696,201,niSkambha
697,201,ahirbudhnyadevatya
698,201,raktanetra
699,201,parikartikA
700,202,parizeSAt
701,202,uNaka
702,203,atharvAGgiras
703,203,zabdAprAmANyarahasya
704,203,vyavahAraprakAza
705,203,vaikarta
706,203,Teka
707,204,zatayaSTika
708,204,parinand
709,204,dhArAnipAta
710,205,kuTInivAtam
711,205,zalyavAraGga
712,205,pravAhin
713,206,parihiND
714,207,vRttasArAvalI
715,207,mahAzva
716,207,ajJAnin
717,207,amRnmaya
718,208,dharmeNa
719,208,kharita
720,208,dRSadi
721,208,sRSTamAruta
722,208,savyAyugya
723,209,dvizAla
724,209,vAmatva
725,210,anupraiSa
726,210,nanAndRpati
727,210,sarvaliGgapradAtR
728,211,kuTTAparAnta
729,212,vRSAdarbha
730,212,ariSTikA
731,212,bhUmilAbha
732,213,pramANapallava
733,213,zaivadharmamaNDana
734,213,aznItapibatIya
735,214,svasaMvid
736,214,svavacchanna
737,214,duvasyu
738,214,sadratnamAlA
739,214,sUryopAsaka
740,215,zubhodarka
741,215,madanatrayodazI
742,215,muharaparNaka
743,215,jalaprAya
744,215,SaTpadAlI
745,215,krIDAmaya
746,216,vaktracchada
747,216,sari
748,216,parisrava
749,217,sodakumbha
750,217,atapaska
751,217,trighana
752,217,stanarohita
753,217,haridrAgaNapati
754,217,mUlazAntividhi
755,218,siddhanara
756,218,astameSyat
757,218,prayogapArijAta
758,218,bhUmisava
759,218,sarSapI
760,219,videhamuktikathana
761,219,sadara
762,219,AjAnubAhu
763,219,guNabhUta
764,220,kaverakanyA
765,220,talina
766,220,kANDakAra
767,221,pravikaTa
768,221,ardhapAdika
769,221,nirhrI
770,221,dharmarAjabhaTTa
771,221,ananuyoga
772,222,kaMsavadha
773,222,khalIkAra
774,222,saulohya
775,222,alaMtarAm
776,223,savyabhicArasAmAnyaniruktikroDa
777,223,jaTA
778,223,siddhauSadhasaMgraha
779,223,Adibala
780,223,dvitIyatAla
781,224,piSTapazusaraNi
782,224,muditapuSpA
783,224,duvoyu
784,225,daladdhRdaya
785,225,pauNiki
786,225,saili
787,225,jArajanman
788,225,pAmA
789,226,pArivrAjya
790,226,rava
791,226,asaMyoga
792,226,pradhAnAGga
793,226,cetIkR
794,227,sugambhIra
795,227,paJcamahAbhUtamaya
796,228,nAkSatrikI
797,228,yogadharmin
798,228,dhIratA
799,229,meghAvalI
800,229,suparNarAja
801,229,ahicchattrA
802,229,samudrAntA
803,230,prasAda
804,231,AsvAda
805,231,dRSTadoSa
806,231,himarAja
807,231,munimaraNa
808,232,vidyAlaya
809,232,zazibindu
810,232,vyathyayas
811,233,vyastAra
812,233,vyUhita
813,233,savizrambham
814,234,il
815,234,niHzvAsa
816,234,vibhupramita
817,234,galecopaka
818,234,utkUlagAmin
819,235,vajrI
820,235,piGgamUla
821,235,ArdhanArIzvara
822,235,bArhiNalakSmaNa
823,235,prakSai
824,236,nicayin
825,236,vahIyas
826,236,mahArghatA
827,236,Azaka
828,236,tatpUrvasaGga
829,236,dhanArcita
830,237,daurhArda
831,238,zaMkarakathA
832,238,kuNDamaNDapakaumudI
833,238,namramUrti
834,238,samedh
835,239,dantura
836,240,nigam
837,240,saMyuktasaMcayapiTaka
838,240,saptadina
839,240,goSThekSveDin
840,240,saMgamamaNi
841,240,pratipAdyatva
842,241,asaMkalpayat
843,241,prAdezapAda
844,242,indrajAla
845,242,tIvraroSasamAviSTa
846,242,karaNakutUhala
847,242,muNDAsana
848,243,talpaja
849,243,sutanuja
850,243,anta
851,243,asadvAc
852,243,bilvopaniSad
853,243,pRthudAtR
854,244,jalaruhekSaNa
855,245,palla
856,245,unmanAya
857,246,AdaSTa
858,246,mAtRkAbijakoza
859,246,bAlAkavaca
860,246,ambhojabandhu
861,247,varNabhairava
862,247,mattamayUraka
863,247,mAnasAlaya
864,247,potAya
865,248,mAdhavaprAcI
866,248,kukundanI
867,248,adhiniSad
868,248,asthituNDa
869,248,nirvyAja
870,248,upAzliS
871,249,peSaka
872,249,vairecanika
873,249,parvazarkaraka
874,250,yUthaparibhraSTa
875,250,dhmAta
876,250,abhisaMsu
877,250,hiGgupattrI
878,251,upaprasR
879,251,zrIkara
880,251,parivihAra
881,252,parp
882,252,durvidvas
883,252,vaSaTkaraNa
884,252,bahugo
885,252,samRdha
886,253,pakSyavayas
887,254,varAhI
888,254,sAvadhAnIkR
889,254,pratyAyanA
890,254,manojJatA
891,254,sphuTabandhanI
892,254,phiGgaka
893,255,sarvamedhyatva
894,255,suzAkaka
895,255,guNatA
896,255,udyAnapAlI
897,255,vRthAmati
898,256,rAjanyakumAra
899,257,kSINASTakarman
900,258,kRcchrAtikRcchrau
901,258,gami
902,258,yamapurANa
903,258,lavaNajalanidhi
904,258,gokarNaliGga
905,258,abhipUraNa
906,259,drAkSAriSTa
907,259,AviS
908,259,vemaka
909,259,kokaraka
910,260,stobdhavya
911,261,prakriyAbhUSaNa
912,261,yadavadhi
913,262,yatara
914,262,aGgaruha
915,262,apazoka
916,263,nimittahetutva
917,263,rahasyabheda
918,263,Acyutika
919,263,yAdas
920,263,meSalocana
921,264,vAgdurukta
922,265,mithyAvadhyAnukIrtana
923,266,paripravRt
924,266,parNacara
925,266,vastimUla
926,266,grAmajaniSpAvI
927,266,ghanI
928,266,kirAtatiktaka
929,267,RNayAvan
930,267,gojika
931,267,vahnivadhU
932,267,suyavasin
933,267,bhUphala
934,267,turakin
935,268,kathitapada
936,268,trijAta
937,268,hariNacarman
938,268,pUrNabhadra
939,269,yathAsthitam
940,269,prodbhUta
941,269,pareta
942,269,viralAgata
943,269,bhrAjiSTha
944,269,muN
945,270,dRgjyA
946,270,acatura
947,270,vijAvan
948,271,raNatkAra
949,271,haMsatva
950,271,zItagAtra
951,271,bhuktazeSa
952,272,tadgata
953,272,aparizlatham
954,272,ratikhedasupta
955,272,paTavAsa
956,273,tejanaka
957,273,anvAdhI
958,273,sadhUmavarNA
959,273,naddhi
960,274,upekSaNIya
961,274,sadAbhAsa
962,274,mAMsI
963,275,candrasAman
964,276,puGkhilatIrtha
965,276,paripanthaka
966,276,gandhApakarSaNa
967,276,guNidvaidha
968,277,prabhAkaravardhana
969,277,hInavarNa
970,277,kRSNakhaNDa
971,277,vIraprabha
972,277,AkAGkS
973,277,uccAraNasthAna
974,278,zAstrajJatva
975,279,kapAla
976,279,parAmarzasiddhAntagranthaprakAza
977,279,kadruja
978,279,haMsagadgadA
979,279,zrIbhASyAndhraTIkA
980,279,herika
981,280,anupahatakarNendriyatA
982,280,pumartham
983,280,zivAku
984,281,paribhram
985,282,mahevRdh
986,282,tanUhrada
987,282,dhyAnayogasara
988,282,idhmAbarhis
989,283,sahakRt
990,283,prapaJcasArasArasaMgraha
991,283,pAvakAstra
992,283,vRkSamaya
993,283,udaratADam
994,284,samUDhadvAdazAhapaddhati
995,284,vAgdevatya
996,284,visaurabha
997,284,varAkaka
998,284,kRtazobha
999,284,bhauNDa
1000,285,nirundhat
1001,285,purastAdapakarSa
1002,285,vAsarakanyakA
1003,285,svaSTra
1004,286,mahendramahotsava
1005,287,aMzuvANa
1006,287,vaikRta
1007,287,paritap
1008,287,grAmalekhaka
1009,287,kaSotka
1010,287,amitravarman
1011,288,vilulitAlaka
1012,288,nATAra
1013,288,jhaSA
1014,288,kSAmavatI
1015,289,kutsanA
1016,290,jalamagna
1017,290,paryAs
1018,290,veNimAdhava
1019,290,lakSapradakSiNavidhi
1020,291,vAjebhis
1021,291,kaGkha
1022,291,viSayavAsin
1023,291,zItapallava
1024,292,kAlAnusArin
1025,292,hiraNyakezikArikA
1026,292,kAcalavaNa
1027,292,vilocanapatha
1028,292,prAtijanIna
1029,292,prauDhapratApa
1030,293,sthiracchAya
1031,293,vakraga
1032,293,paritADin
1033,293,kavacahara
1034,293,pAramahaMsya
1035,294,rAmASTottarazatanAman
1036,294,phenAzani
1037,294,vyaGgulIkR
1038,295,pAkaja
1039,295,uSNasamaya
1040,295,ghanArava
1041,295,upariSTAjjyotiSmatI
1042,295,maGgalakAla
1043,295,hRdayasthAna
1044,296,zIk
1045,296,amarezvara
1046,296,vikUNana
1047,296,ArUDhavat
1048,296,Avasatha
1049,297,zivapaJcAkSarI
1050,298,vadhUpraveza
1051,298,abhyRch
1052,299,zUrpakarNapuTa
1053,299,rANaka
1054,299,mArdavabhAva
1055,299,sthiratA
1056,300,dvijasevA
1057,300,pRthuMjaya
1058,300,eraNDapattraka
1059,300,sUryapakSakaraNa
1060,300,urUNasa
1061,300,svAhAvana
1062,301,pRSThaja
1063,301,paJcAlacaNDa
1064,301,Azramaguru
1065,302,udadhinemi
1066,302,zilIbhUta
1067,302,antargRha
1068,302,SaDDhA
1069,302,nagapati
1070,302,SaTpakSa
1071,303,pezala
1072,303,nivArita
1073,304,ArjIka
1074,304,jaraNyA
1075,304,vAjapeyin
1076,304,bhasmIkR
1077,304,hiDimbabhid
1078,305,janavati
1079,305,vivaranAlikA
1080,305,kapaTatA
1081,306,mitrin
1082,306,vRSalIsevana
1083,307,hastiratha
1084,307,sampratisaMcara
1085,307,viSvag
1086,307,yazonidhi
1087,308,dvibhAryAgni
1088,308,sarvasAha
1089,309,panasya
1090,309,saMdrAva
1091,309,utAho
1092,309,nirgarbha
1093,309,malayAcala
1094,309,abhyamana
1095,310,abhivR
1096,311,gavacI
1097,311,kSetrekSu
1098,311,kAntimatI
1099,311,bahirante
1100,311,svana
1101,311,rAjjukaNThin
1102,312,parajana
1103,313,mugdhekSaNA
1104,313,dveSoyut
1105,313,vairATi
1106,314,lolupA
1107,315,samprasR
1108,315,kimbala
1109,315,abhyupapAdana
1110,315,sarvabuddhavijayAvatAra
1111,315,prayogakaustubha
1112,316,uttarapurastAt
1113,317,susvApa
1114,317,gharmya
1115,317,dazavarSin
1116,317,kAntidA
1117,317,akSadevin
1118,318,viSNuvallabha
1119,318,toyajAkSI
1120,318,upAvah
1121,318,mAnonmAda
1122,319,varmatI
1123,319,samudramAlin
1124,320,maGgalamaya
1125,321,mahAkauSThila
1126,321,samarasvAmin
1127,321,parakrAthin
1128,322,nAsAparizoSa
1129,322,svAlpa
1130,322,brahmamaGgaladevatA
1131,323,niHzatru
1132,323,vAvazat
1133,323,kAlamAlaka
1134,323,tattvArthakaumudI
1135,323,antaHpurAvacara
1136,323,kAhali
1137,324,sanigraha
1138,325,apAkaja
1139,326,vivadana
1140,326,vibandhu
1141,326,lApin
1142,326,Urmimat
1143,327,bhUtamAtra
1144,327,budha
1145,328,AgArika
1146,328,mAtRpAlita
1147,328,adhidanta
1148,329,zAtarAtrika
1149,329,abhyAtmAgra
1150,329,rAmanATaka
1151,329,kulAkulavAra
1152,330,malapaGka
1153,330,Tala
1154,330,devadharma
1155,330,sUkSmIbhUta
1156,330,kamalAlaya
1157,330,haMsamaNDUraka
1158,331,prAkR
1159,331,vAruNendra
1160,331,trikA
1161,331,dilIra
1162,332,upavAsa
1163,332,parAmarzaTippanI
1164,332,bhavAnyaSTaka
1165,333,viSNubhaktilatA
1166,333,apabAhuka
1167,333,svaragupti
1168,333,saMruj
1169,333,tUNava
1170,334,lohitagaGga
1171,334,abhilok
1172,334,kapipippalI
1173,334,svAmin
1174,334,taNDulikAzrama
1175,335,rAmAnandatIrtha
1176,335,tuGgabIja
1177,335,sUryendusaMgama
1178,335,sabhAgRha
1179,336,kareTu
1180,336,yogaratnAkara
1181,336,gocaraprakaraNa
1182,337,kAkSIvat
1183,337,saMnipAtana
1184,337,niSpAvala
1185,337,prakRtArtha
1186,337,kelisadana
1187,337,raktavardhana
1188,338,vicArakatA
1189,338,dyausaMzita
1190,338,saharSam
1191,339,arasika
1192,340,laghucirbhiTA
