B1,B2,B3
144,42,nihAra
145,42,mANDUkIputra
146,42,vizAla
147,42,kaThikA
148,42,catuHsaptata
149,43,vasantarAjacikitsA
150,43,samanugA
151,43,paJcanAmAvalI
152,43,paripat
153,43,huruTTaka
154,44,tAvakIna
155,44,janmabhAj
156,45,amlI
157,45,anumRtA
158,45,annapUrNA
159,46,Arita
160,46,avrAjin
161,46,vidharaNa
162,46,indrasAvarNi
163,46,Ahalak
164,46,gAdhapratiSThA
165,47,mRdh
166,47,avanisuta
167,47,cirilla
168,48,ojo
169,49,aviSI
170,49,yoTaka
171,50,dUtakarman
172,51,tarSa
173,51,citragandha
174,52,utsarga
175,52,anAmRta
176,52,sitAGgarAga
177,52,anukalpa
178,53,pazurUpa
179,54,bAlazarman
180,54,yazonidhi
181,54,sAMkaryakhaNDana
182,54,upAvraj
183,54,zalbh
184,55,pravAsopasthAnavidhi
185,56,ayogavAha
186,56,mecakita
187,56,kuzaletara
188,56,yAjJikyupaniSad
189,57,vijjakA
190,57,varAhayu
191,58,bhArgavazreSTha
192,58,dUrapAtin
193,58,svavokSita
194,58,rathAvarta
195,58,anantaraya
196,59,zikSitA
197,60,apaci
198,60,zivArkacandrikA
199,60,granthimUla
200,60,AryabhaTTa
201,61,AkruSTa
202,61,AcArArka
203,61,sAtala
204,61,kuvalayAzvacaritra
205,62,mAnabhRt
206,63,zastrapAna
207,63,atyaznat
208,64,AkarSakArikA
209,64,jalpin
210,64,lohitazabala
211,64,anuyoga
212,64,dravyayajJa
213,65,prapathya
214,65,prauDha
215,65,vAmanadvAdazI
216,65,mitradruh
217,65,zarIramAtra
218,66,dvAdazazatatama
219,66,kuhayAkRti
220,66,dezAntaraphala
221,67,gaNahoma
222,67,antrapAcaka
223,67,purAritva
224,68,kurAjan
225,68,jalataNDulIya
226,68,pravyath
227,68,roda
228,68,dUrotsAritatva
229,69,kAruvidA
230,69,dravaja
231,70,pavitrArohaNa
232,70,dazAvipAka
233,71,prapAyin
234,71,sahobala
235,72,AyuSpA
236,73,prapANIya
237,73,Ati
238,73,pratiruMSita
239,73,sattama
240,73,cArmiNa
241,74,ahamahamikA
242,74,sthAnatA
243,74,piSTapazukhaNDanamImAMsA
244,75,svanAza
245,75,tilakAvala
246,75,bhadrAvakAzA
247,76,vairakAritA
248,76,stokatva
249,76,cApotkaTa
250,76,nAgamAtR
251,77,samAnavidyatA
252,77,tanuvarman
253,78,tUl
254,78,ivIlaka
255,79,kSAra
256,79,svAdumajjan
257,79,dharaNItala
258,79,tulAdhiroha
259,79,pratIcIna
260,79,mathu
261,80,prabhuliGgacaritra
262,80,adhaHkRta
263,80,svasita
264,80,lokacara
265,80,kuTilatA
266,81,zmazrupravRddhi
267,81,marutta
268,81,mUlakesara
269,81,avaravrata
270,81,tamobhUta
271,82,sarpalatA
272,82,AropyamANa
273,82,meni
274,82,daivata
275,83,zukanasA
276,83,varNavilAsa
277,83,bhAgIrathIcampU
278,83,sitAgra
279,83,vipravAsa
280,84,skonagara
281,85,suvarNagairika
282,85,balIna
283,85,vaMzapattrapatita
284,86,sindUrikA
285,86,apadhyai
286,86,puravairin
287,86,andUka
288,86,SAtvaNatvika
289,86,arAjanya
290,87,yatavrata
291,88,prajAvat
292,89,tridhAman
293,89,kSudrANDamatsyasaMghAta
294,89,sindhunada
295,89,avarudham
296,89,parvabhAga
297,89,anirjita
298,90,divAkaravatsa
299,90,sampradAyacandrikA
300,90,bAlAgra
301,90,hotva
302,90,anukRS
303,91,viSNukAntI
304,91,dyota
305,91,bhrUNahati
306,91,sUkSmadRSTi
307,92,sAdhyAsa
308,92,vardhayitR
309,92,lalitaprahAra
310,92,caitrakuTI
311,93,zucipati
312,93,kaMsaniSUdana
313,93,jAnvAkna
314,93,paradharma
315,93,anyAdRz
316,94,udbhAsin
317,94,naizreyasa
318,94,lakSitatva
319,94,aplava
320,94,padmabandhukula
321,94,sukhArtha
322,95,hevAkin
323,95,kutsavatsa
324,95,savyaSTR
325,95,dhavitra
326,95,buddhikara
327,95,bahupuSTa
328,96,udbandhana
329,96,agniparIkSA
330,96,prabalaya
331,96,praviSTakena
332,96,elAvAluka
333,97,sthurin
334,97,culumpin
335,97,rogaha
336,97,yAjana
337,98,dvaMdvasamprahAra
338,98,candrAcArya
339,99,hastAvalamba
340,99,gajArUDha
341,99,buddhivaibhava
342,100,gokhuri
343,100,tarj
344,100,devadattAgraja
