B1,B2,B3
124,37,somapaJcakaprayoga
125,38,gairika
126,38,cIvaravat
127,39,yatkiMcedam
128,39,sarvadAha
129,39,vaizvasRjacayanaprayoga
130,39,vegihariNa
131,39,jJAnagarbha
132,40,snAtavat
133,40,nakla
134,40,madhurabhASin
135,40,anusyUta
136,40,prazAntavinItezvara
137,41,bhojanatyAga
138,41,zarkarakarSin
139,42,devahitArthAya
140,42,varNadUSaka
141,42,rAjadhAna
142,42,auttarabhaktika
143,42,rAjamalla
144,43,mArAbhirAma
145,43,pratyakcetana
146,43,sahasAdRSTa
147,43,sadartha
148,43,yathArthatattvam
149,44,anuvedha
150,44,zatabaddha
151,44,sim
152,44,kArUSa
153,44,savitRprasUta
154,44,parikartikA
155,45,raphita
156,45,ubhayataHstobha
157,45,maladAyaka
158,45,azAzvata
159,46,vAmanavRtti
160,46,samuttAra
161,46,apikSai
162,46,amatapadArtha
163,47,jukuTa
164,47,buddhiyogamaya
165,47,mayUkheza
166,47,vastibila
167,47,paryanviS
168,47,zaravarSa
169,48,zuSkavirohaNa
170,48,jalamUrti
171,48,zArGgadatta
172,48,hRdayeza
173,48,hRdaya
174,49,madhUdakaprasravaNa
175,50,sAtmyatas
176,50,bhUripAza
177,50,agnihotrahavanI
178,51,Rkva
179,51,smIl
180,51,atikruddha
181,52,abhiyAtin
182,52,yajJasiddhAntavigraha
183,52,vikRtodara
184,52,uttambha
185,52,rAmakumAra
186,53,bhANDaka
187,53,khaTvAGgadhara
188,53,durmanaskatA
189,53,bahuparNA
190,53,adhaHkAya
191,53,mAduSatva
192,54,pANDyavATa
193,55,vizala
194,55,mahAkaTitaTazroNI
195,55,saMdhinAla
196,56,RksAmazRGga
197,56,narakaukas
198,56,kalabhairava
199,56,AdityaparNinI
200,56,dvikulijIna
201,57,upAgnikA
202,57,ruruka
203,58,puTT
204,58,horAdhyAya
205,58,amAnuSa
206,58,zodhapattra
207,58,dRzyasthApita
208,58,paryAyazas
209,59,bAlamRNAla
210,59,rAgAGgI
211,59,zAlaGki
212,59,godohanI
213,60,saMgItakalikA
214,60,zvitya
215,60,maitrAvaruNazastra
216,60,gudabhraMza
217,61,brahmakRti
218,62,uttata
219,62,praNayabhaGga
220,62,vaiyAkaraNasarvasva
221,62,sAMzaMsika
222,62,gurviNI
223,63,ratnazeNA
224,63,vighanendu
225,64,nAmapUrva
226,64,upaka
227,64,sarvaveda
228,64,avanATanAsika
229,64,mAlAvAdakhaNDa
230,65,divasavAra
231,65,indrasenA
232,65,vAgvisarga
233,65,vyAnazi
234,65,nIlavarNA
235,65,apratiyogin
236,66,bhAvAdhyAya
237,66,rAmArcanapaddhati
238,66,parihita
239,66,khaNDakhaNDA
240,66,mattebha
241,67,sambharaNI
242,67,zailendrajA
243,67,liGgadvAdazavrata
244,67,aujasya
245,67,kaTIraka
246,68,vAyuvalanapaJcataraMgiNImAhAtmya
247,69,samat
248,69,nirjarjalpa
249,69,ekadehau
250,69,kAmadantikA
251,70,pakSAvasAna
252,70,IDana
253,70,adhyudyam
254,70,vibhUtigrahaNa
255,70,mahAgaNapatikalpepaJcatriMzatpIThikA
256,70,surabhicUla
257,71,jvAlAdhvaja
258,72,lokamahAdevI
259,72,atizva
260,72,aciraprasUtA
261,72,naTatA
262,73,arhaka
263,73,kelimukha
264,73,udAratA
265,74,tRNAda
266,74,zaravRSTi
267,74,atikAnta
268,74,upacArakriyA
269,75,sulU
270,75,zRGgAraceSTA
271,75,arthAkSipta
272,75,helAcakra
273,75,jAtavedasya
274,75,pAthoda
275,76,ravivaMza
276,76,vAstunara
277,76,avacatnuka
278,76,anardhuka
279,76,dvIparAja
280,77,vikazyapa
281,77,vaiSNavotsava
282,77,bisinI
283,77,samadhigama
284,78,yUthapa
285,79,zvetavalkala
286,79,ubhayataHzIrSatva
287,80,siddhika
288,81,laTakana
289,82,brAdhnAyanya
290,82,zramaNa
291,82,mahItaTa
292,82,nAndika
293,82,baihInari
294,83,sthUlamadhya
295,84,parimArjaka
296,85,samAkruSTa
297,85,kRSNAgraja
298,85,kudRSTa
299,85,sabandhu
300,86,mahAkAlImata
301,86,svapnaprakaraNa
302,87,vizvezvaradatta
303,87,madhusaMdhAna
304,87,azvapatyAdi
305,88,koNAgamana
306,88,mUSikasthala
307,88,himadyuti
308,88,vinizcar
309,89,kaverakanyA
310,89,anukramaNI
311,89,zatagvin
312,89,putrakAmyA
313,89,Anandayoga
314,90,savidyutstanita
315,90,patanazIla
316,90,mokSakAma
317,90,upasamUh
318,90,sugandhaya
319,90,vaJcatha
320,91,yajJazAstravid
321,91,avidhura
322,91,havyasUda
323,92,prakSipya
324,92,vyutkrAntadharma
325,92,vibhItaka
326,92,vRSyA
327,92,uttaroSTha
328,93,kRtamUlya
329,93,Avirhotra
330,93,pRthutarIkR
331,93,vahnizuddha
332,93,luJcanA
333,93,vidhivat
334,94,udarAkSa
335,94,mandaprANa
336,95,vRSadhvajA
337,95,marutopaniSad
338,95,dyumaurvi
339,95,dhyAmala
340,95,syonAka
341,96,gAtrikA
342,96,saMvahitR
343,96,purANya
344,97,rAmanAma
345,97,AtmabhU
346,97,purANAvatAra
347,97,vyAmamAtra
348,97,kareNumatI
349,97,sAtyaka
350,98,sobharIyu
351,98,zubhAzIrvAda
352,99,sampluta
353,99,marmaghAtin
354,99,asUrya
355,99,antara
356,100,cAGga
357,100,mahAcittva
358,100,zrAvakatva
359,100,ahihan
360,100,bahuripu
361,101,nIlakaNThatantra
362,101,dhautakauzeya
363,101,tAmradhvaja
364,101,zailendra
365,102,dAnavarman
366,102,nistartavya
367,102,madhye
368,102,sapattrAkR
369,103,pravRttimArga
370,103,devIsUkta
371,103,azAzvata
372,104,kartana
373,104,pravicArita
374,105,aciraprasUtA
375,105,vAsAgAra
376,106,samupahR
377,106,anavekSa
378,106,sAyaMkAlika
379,107,niSkriyatA
380,107,bRh
381,107,vAdagrantha
382,107,antariti
383,107,avaghrApaNa
384,107,ekAkin
385,108,bahvRcAhnika
386,108,vicitramaulizrIcUDa
387,109,paramavismita
388,109,zivIya
389,110,plavaka
390,110,dantakASThAbhakSaNa
391,110,vigai
392,111,janaloka
393,111,pataMgI
394,112,puNyabala
395,113,mAca
396,113,viratAzaya
397,113,alati
398,113,mANDavyezvaratIrtha
399,113,dRDhakSurA
400,114,dRDhAyus
401,114,khaNDakhAdyakaraNa
402,114,sAnala
403,115,prAtisIma
404,115,vidhitva
405,115,niSTi
406,116,parNazada
407,117,bhadracAru
408,117,samudvRt
409,117,aGgavikRti
410,118,sarvAvasthA
411,119,samabhyupagamana
412,119,gopanIya
413,119,bahupattrI
414,119,kanyAgrahaNa
415,119,sphuliGginI
416,119,asaMyama
417,120,mandara
418,120,anudham
419,120,vibhAvita
420,120,sahaya
421,121,paripad
422,121,lUtAri
423,122,saMkula
424,122,vicchinnamadya
425,122,ISatspRSTa
426,122,nyUnatva
427,122,sAhityadIpikA
428,123,pArISa
429,124,suptastha
430,124,dhUrtasvAmin
431,124,raTita
432,124,aghoramArga
433,124,dhanayauvanazAlin
434,124,kSIramocaka
435,125,ajJAnatva
436,125,zatarUpa
437,125,mArapa
438,125,manobhirAma
439,126,mAthAtha
440,126,akAlakusuma
441,127,svacchA
442,127,mahinadI
443,127,dalanI
444,127,anuruddha
445,128,paJcavarSikamaha
446,128,randhraprahArin
447,129,strIjanmapattrIbhAvAdhyAya
448,129,dvAdazamahAvAkya
449,129,niHsvana
450,129,sAmIcI
451,129,duSpradharSiNI
452,130,uttamAdhama
453,130,jalavAlaka
454,130,dArvikA
455,131,vAdhriya
456,131,marunmAlA
457,131,kSiprA
458,131,mahApiNDItaka
459,131,vaizikya
460,132,visrastabandhana
461,133,agnyutpAta
462,133,pUrvyastuti
463,133,AvaraNazakti
464,133,udbhasa
465,133,caturhAyana
466,133,maraNAdhvan
467,134,saMgata
468,134,sAropa
469,134,jihvAnirlekhanika
470,134,vimlApana
471,135,zAtAhareya
472,135,bAha
473,135,rAmapaTTAbhiSeka
474,135,zItottama
475,135,mativiparyaya
476,136,zatadhAraka
477,136,puNyamaya
478,136,vinizci
479,136,krayya
480,136,dvitIyasvalakSaNa
481,136,abhirakSya
482,137,sAdhyAhAra
483,137,lesaka
484,137,vaiyAkaraNakoTipattra
485,138,kSepIyas
486,138,prakriyAJjanaTIkA
487,138,astradhAraNa
488,138,karNamukha
489,138,sakSit
490,138,janikA
491,139,navagrahacintAmaNi
492,139,upasaMyuj
493,139,hRdayadUta
494,139,zvaHstotriya
495,139,vidyunmaNDalavat
496,139,upabhukta
497,140,mAtRSvasR
498,140,ravi
499,140,pralaghutA
500,141,zatazAstravaipulya
501,141,uddhUtapApa
502,142,zatarudrasaMhitA
503,142,dRkzruti
504,142,upadambh
505,142,abhyudga
506,142,mRgakAnana
507,143,dharmarAja
508,143,damanAropaNa
509,143,bherIbhAMkAra
510,144,viSNugopavarman
511,144,sAmodbhava
512,144,luNThita
513,144,sphurad
514,145,aruSI
515,146,vidyAmAdhavIya
516,146,nirbhara
517,146,yuSmAvat
518,146,rAgaprasava
519,146,mAkandikA
520,146,sva
521,147,parAgA
522,148,saubhava
523,148,ayaHkaNapa
524,148,azvayuja
525,148,vizokA
526,149,AkRSTi
527,149,zivakarNAmRta
528,149,vidyAlAbha
529,149,rogi
530,150,vyAyudha
531,150,indugaura
532,150,dattadRSTi
533,150,kimIdin
534,150,niSkrodha
535,150,vyAcikhyAsu
536,151,vidyAnidhi
537,151,jinazAsana
538,151,vijJapti
539,151,adhyuddhi
540,151,pramuci
541,151,aparyAptavat
542,152,prativighAta
543,152,vimRzyakArin
544,152,lokasAkSika
545,152,Avap
546,153,pItAruNa
547,153,svanugupta
548,154,vyAdhihantR
549,154,bhAryAcela
550,154,AyudhAgAra
551,154,puSkariNI
552,155,ayutazas
553,155,trikapAla
554,155,saptaRSivat
555,156,svarNakaNikA
556,157,jaTilikA
557,157,dambholipAta
558,158,madadvipa
559,158,trimadhura
560,158,upabarhiNa
561,158,plus
562,158,sUyavasa
563,158,samantanetra
564,159,DholasamudrikA
565,159,kSIrIya
566,160,vatsaraphala
567,160,saMnikarSaNa
568,160,man
569,161,pasas
570,161,abhivedhin
571,161,nirvrazc
572,161,suvAhana
573,161,hindu
574,162,lakSmaNakavaca
575,163,nirmuh
576,164,sadyojAta
577,164,pratyApatti
578,165,dazapazu
579,165,bhaTTavizvezvara
580,165,trikaraNI
581,166,dRSTiguru
582,166,samadhiSThA
583,166,rAjakanyA
584,166,mahiSAsurasUdanI
585,167,svopadhi
586,167,pratijJAbhaGga
587,167,ihakAla
588,167,pratyarham
589,168,viTATikA
590,169,satyatitikSAvat
591,170,somakarmapaddhati
592,170,pattrADhya
593,170,mantravacana
594,171,pUrvabhAga
595,171,samAvadindriya
596,171,prAruh
597,171,muktAhAralatA
598,172,arjunapura
599,172,pAdarajju
600,172,nasi
601,172,jJAnAgni
602,173,surApANaparikSIva
603,173,vimRSTarAga
604,174,randhasa
605,174,kAlAtyayApadiSTa
606,174,catustriMzatsammita
607,174,AdRSTigocaram
608,175,bhiSaktama
609,176,sthUlavRkSaphala
610,176,aGgulyAdi
611,176,krodhavivazA
612,176,tIkSNahRdayatva
613,177,duHzrava
614,177,tAlamaya
615,177,jaganmukha
616,177,paGka
617,177,pravepanin
618,177,yogAnandaprahasana
619,178,vasAvazeSamalina
620,178,sAgarAmbara
621,179,vidhipUrvam
622,179,bhAdrI
623,179,vAnIraka
624,179,bhAvita
625,179,zAkulika
626,179,paiGgi
627,180,nandikeza
628,180,Azraya
629,181,trikaika
630,181,jJAtR
631,181,vibRh
632,181,yatizekhara
633,181,saMvibhAgamanas
634,181,zvAhi
635,182,pratyabhijJAvimarzinI
636,182,tRta
637,182,mahAhigandhA
638,182,tapur
639,182,avadaraNa
640,183,tridhAraka
641,183,saMnikarSatA
642,183,khagAntaka
643,183,bhUstRNa
644,183,prItAtman
645,184,vyutpattivAda
646,184,TakkadezIya
647,185,suvAjin
648,185,sAmudrabandhu
649,185,sarvavigraha
650,185,zyAvAsya
651,185,abhiparIvRta
652,186,bahvRcakArikA
653,186,prabAdhaka
654,186,devitavya
655,186,dRSTAdRSTa
656,187,godhAsAman
657,187,kanthA
658,187,kacamAla
659,187,zAlAstambha
660,188,dazastobha
661,188,utkaNThamAhAtmya
662,188,mallikAkhya
663,188,catuSkRSNa
664,189,ratnavara
665,189,gaurAsya
666,189,dattAtreyIya
667,189,avizvasanIyatva
668,190,cakrapANin
669,190,dharmAkSepa
670,190,svargiri
671,190,upazvas
672,191,haThayogasaMgraha
673,191,hrasvagavedhukA
674,191,sAbhiprAya
675,191,jentAka
676,191,AzaMsa
677,191,vaizvAnarajyotis
678,192,kRSNaveNA
679,193,sahamakalpalatA
680,193,sumatibodha
681,193,brahmapurAkhya
682,193,rudhikrA
683,193,jalabhRt
684,194,uSya
685,194,brAhmaNakalpa
686,194,stutazastravat
687,194,samarth
688,195,niyogAt
689,195,citravyAghra
690,196,bhavAnIstotra
691,197,vAdasaMgraha
692,197,sabIbhatsam
693,197,pRSThe
694,198,zItopacAra
695,198,brahmAvalIbhASya
696,198,somavAha
697,198,mahAmohasvarottaratantra
698,198,galazuNDI
699,199,madanapakSin
700,199,vaidyakalpadruma
701,199,nAsAzoSa
702,199,samambhUmi
703,200,paNDakatva
704,200,avikSipa
705,200,zUrp
706,201,kadamba
707,201,tAlAna
708,202,avanatamukha
709,202,udbaddha
710,202,siddhirasa
711,202,vedapuNya
712,202,zItadIdhiti
713,202,bahukSama
714,203,bhallaka
715,204,bhUkarNi
716,204,pavanAla
717,204,vArddhuSi
718,205,saMnipAtitva
719,205,zAlAnI
720,206,udvR
721,206,udarasthita
722,206,aprakRSTa
723,206,zakaTAGgaja
724,206,tApatya
725,206,lakSmInivAsAbhidhAna
726,207,rAmanAmapaddhati
727,207,zAGkhamitri
728,207,kucelI
729,207,anupRkta
730,207,bandistrI
731,207,zivotkarSa
732,208,aGkuzadurdhara
733,208,lambakezaka
734,208,uttaragArgya
735,209,makhamukha
736,209,mAnasI
737,210,kazeruyajJa
738,210,vaNTAla
739,210,projjval
740,210,bhaj
741,210,nAyin
742,211,pratvakSas
743,212,radacchada
744,212,goDumbikA
745,212,vivaraNopanyAsa
746,212,bhikSAvRtti
747,212,bIjapuSpikA
748,212,pratibodhita
749,213,kAkapIluka
750,213,samupahata
751,213,nandaputra
752,214,anArabhyAdhIta
753,214,mRduparvaka
754,214,bhaga
755,215,atrismRti
756,215,vedapAdarAmAyaNa
757,215,punarutsRSTa
758,216,aGkabhAj
759,216,grAmayAjaka
760,216,saMyadvAma
761,216,ahitanAman
762,217,AsvAdanIya
763,217,dadhipayas
764,217,dvitri
765,217,paiJjUSa
766,218,kamalAgrajA
767,218,suvarNapArzva
768,218,jambhana
769,218,dANDapAtA
770,218,zatalumpaka
771,219,smArtasamuccaya
772,219,nAthita
773,219,toSaka
774,219,aparaspara
775,219,avidAnta
776,220,mahArgha
777,220,zaralaka
778,220,AhArin
779,220,bhavika
780,221,pataJjali
781,221,udvRj
782,221,SaDratha
783,221,romakAcArya
784,221,saurabheyatantra
785,221,sahasrada
786,222,avyathiSyai
787,223,pUrvajAvan
788,223,plavagA
789,224,svAdanIya
790,225,mimata
791,225,antareSa
792,225,asamaujas
793,225,viyojita
794,225,dhUmAkAra
795,226,caturAzramin
796,226,zrIzyAmalAmbAstotra
797,226,dIkSAvidhi
798,227,kArpAsI
799,227,brahmajUta
800,227,zAlikedAra
801,227,dhrA
802,227,vRttihantR
803,228,AbhipratAriNa
804,228,lohAcArya
805,228,zuklApara
806,228,avacchurita
807,228,rathasaptamIpUjA
808,228,apanutti
809,229,anupopta
810,229,yauthya
811,229,antacara
812,229,valimat
813,229,kadarthita
814,230,diSTabhuj
815,230,zailagandha
816,231,dvijarSi
817,231,bRhaddhustUra
818,231,dhanaharI
819,231,vRttAyatabhuja
820,232,nirmAlyA
821,232,gRhasthAzrama
822,232,laghusthAnatA
823,232,mahAvasa
824,233,asajjAtimizra
825,233,balIyastva
826,233,vAsara
827,234,valInaka
828,235,grahaNasambhavAdhikAra
829,235,bhraMzana
830,236,nAmavat
831,236,bhoktavya
832,236,pASANDa
833,237,karkavallI
834,237,sarasIjAkSa
835,237,garbhastha
836,238,unnamita
837,238,prakAzin
838,238,pUrNAzramIya
839,238,gaGgUya
840,238,satyAbhinavodaya
841,239,padArthapArijAta
842,240,bhAgavatasaMgraha
843,240,saMdigdhaphala
844,240,sarvasasyavat
845,241,payaH
846,241,AlApya
847,242,kumudazyenI
848,242,snAyumaya
849,243,unnAbha
850,243,pazughnatva
851,243,pradhyai
852,243,prathiminI
853,243,devAnAmpriya
854,244,markaTI
855,245,nabhomaNDala
856,246,atiprasiddha
857,246,kubhRtya
858,246,upanidhyAtavya
859,246,hUrNi
860,246,vakSaNA
861,247,sArAparAdha
862,248,vinatam
863,248,Abdam
864,248,vAyunandana
865,248,mAkSikAzraya
866,248,indrajAla
867,249,prasUmat
868,249,madhavya
869,249,pItanIla
870,249,aSTakarNI
871,249,luSa
872,250,avantikhaNDa
873,250,zabdaparicchedarahasya
874,251,paTTikAvetrabANavikalpa
875,251,vIrajAta
876,251,mandahAsa
877,252,bhagavadupanayana
878,252,aupavasta
879,252,sahasrAnana
880,252,zUdrAzauca
881,252,tApin
882,253,helaka
883,253,zrIkajAka
884,254,zraddhAvitta
885,254,praNAmamitra
886,254,pApadezanA
887,254,sUryacandra
888,254,maNiratnamaya
889,255,avAGagra
890,256,hayi
891,256,prAcInagAthA
892,256,paliknI
893,256,jaladhikanyakA
894,256,vRSadarbha
895,256,vRddhayuvati
896,257,udadhivastrA
897,258,apuSkala
898,259,anyAdRza
899,259,taitilAyani
900,259,devapatha
901,259,zailodbhavA
902,259,pratisadRz
903,259,paNyaphalatva
904,260,cakramaTha
905,261,parAzvas
906,261,javanikAntara
907,261,kaMsodbhavA
908,261,niyantr
909,262,surathadeva
910,263,jAlin
911,264,vaidArvya
912,264,abhedin
913,264,uparam
914,264,cimicimA
915,264,saMnAyya
916,264,mukhapoJchana
917,265,sarAsara
918,265,tejovaidagdhyazIlavat
919,265,pakSmayUkA
920,266,pratinAda
921,267,dhmApana
922,267,tArakopaniSad
923,267,socchraya
924,267,vaidhavyanirNaya
925,267,viSNutrizatI
926,268,doSas
927,268,rAmacandrakAvya
928,269,abhiparyAsic
929,270,kaphoNi
930,271,kAlabhairava
931,271,avarNya
932,271,zrAddhadevatva
933,272,samaravyasanin
934,272,ekabhakti
935,272,yamadaNDa
936,272,lakta
937,272,garabha
938,273,aruNaketubrAhmaNa
939,273,pratibhI
940,273,asanA
941,273,svArtha
942,274,bhavAnIkavaca
943,274,vizrAntibhUmi
944,274,vairATaka
945,274,vizvamAnuSa
946,274,maJcakAsura
947,275,gudAGkura
948,275,vidyAraNyanArAyaNIya
949,276,kRtyAdUSaNa
950,276,atvakka
951,276,anu
952,276,kRtAstra
953,277,citrazilA
954,277,ambhastas
955,277,pattastodAza
956,277,snAnasUtrapaddhati
957,278,paribharts
958,278,gavijAta
959,278,anAzramevAsa
960,279,padasamaya
961,279,guDala
962,280,muNDakopaniSad
963,280,vRSadaJji
964,280,dvidanta
965,280,samparipUrNa
966,280,mitranandana
967,281,dazagArgya
968,282,brahmakalpa
969,282,darvI
970,282,durvAta
971,282,durdharuTa
972,283,uttij
973,283,viSNubhujaMgastotra
974,283,utpiJjara
975,284,zakradhvajotsava
976,284,tryavi
977,284,nirvyaJjane
978,284,puSkalAvartamAhAtmya
979,284,anvah
980,284,tamaskalpa
981,285,samuddhura
982,285,saMkramita
983,285,supsaras
984,285,kArAgRha
985,285,balAsabasta
986,286,kAJcanakAriNI
987,286,nakSatravidhAna
988,286,etatsamIpa
989,287,sitasiddhArthaka
990,287,vizIta
991,288,malayadhvaja
992,289,paryAgata
993,289,satyatA
994,289,vidagdhacUDAmaNi
995,289,hAsabhUta
996,289,pratapanekR
997,290,jUra
998,290,ciraNTI
999,290,guNDAzinI
1000,291,padmapattra
1001,292,doSAropa
1002,292,durbrAhmaNa
1003,292,vyuSTi
1004,292,pramANalakSaNa
1005,292,sapratoda
1006,292,abhivyAp
1007,293,sAkheya
1008,293,mRdbhANDa
1009,293,ardani
1010,293,paryaTa
1011,293,pattraveSTa
1012,293,abhyutkrozana
1013,294,chalAkSarasUtra
1014,294,apagamana
1015,294,maNinanda
1016,294,savyaSTRsArathI
1017,295,sAmoDha
1018,295,kravyAzin
1019,295,kriyAyukta
1020,295,aruzahan
1021,295,himaghna
1022,295,kupinI
1023,296,sthANumatI
1024,296,bhavarud
1025,296,jaDiman
1026,296,candralauhaka
1027,296,nirasana
1028,296,adbhutasaMkAza
1029,297,ANDIvat
1030,297,sugata
1031,297,krIDana
1032,297,samUhakSAraka
1033,297,hillAja
1034,298,maNDalanAbhi
1035,299,hindolaya
1036,299,meghAgamapriya
1037,299,zociS
1038,299,zastragraha
1039,299,azAntikara
1040,299,kAlakhaNDa
1041,300,sadbhUtotpAdaka
1042,300,jakSivas
1043,300,Aryapatha
1044,300,bahiSTAdvizasana
1045,301,pauskara
1046,301,sthitasaMketa
1047,301,suvarNaphalA
1048,301,maMhaneSThA
1049,302,tAmisra
1050,302,niSikta
1051,303,durAropa
1052,303,prAsAdAGgana
1053,303,mRdula
1054,304,samanupaz
1055,304,vyAzA
1056,304,yathAbhISTa
1057,304,raMha
1058,305,ugraretas
1059,305,gurvI
1060,305,sAnutarSam
1061,305,hiraNyatvaca
1062,305,pratikArya
1063,306,dAzapati
1064,306,viprakRta
1065,306,gaGgezvaraliGga
1066,306,sarvaveda
1067,306,amaraMjaya
1068,307,pramehana
1069,307,dezI
1070,307,zeNA
1071,307,dArupItA
1072,307,praNayamaya
1073,307,karmAnuSThAna
1074,308,svayaMgrAham
1075,308,karNavat
1076,308,vivRttadaMSTra
1077,308,mAdhavoSita
1078,308,kAmandakIya
1079,308,prajAhita
1080,309,kAlAtyayApadiSTa
1081,309,priyasAhasatva
1082,310,saMjJArtham
1083,311,somavallIyogAnanda
1084,311,prAtarmAdhyaMdinasavana
1085,311,sthUlanAsa
1086,311,guDatvaca
1087,311,mRdulomaka
1088,312,utkR
1089,312,sahasaumitri
1090,312,bhavadAru
1091,312,balAbhijJa
1092,312,jRmbh
1093,313,gamya
1094,313,prapaJcacatura
1095,313,RNamukti
1096,314,ratnAGgulIyaka
1097,314,parikrID
1098,314,vizuddha
1099,314,lagnamaNDala
1100,315,saMkathita
1101,315,pracchid
1102,315,dharmasArathi
1103,315,vAdhUleya
1104,316,upavye
1105,316,pratyAzvas
1106,316,vRttervAru
1107,316,paridah
1108,316,bhUmIruha
1109,317,purAtane
1110,317,vanarAjya
1111,317,AkRti
1112,317,zalAkApari
1113,317,maNDanakAla
1114,317,stanacUcuka
1115,318,aniSTagraha
1116,318,zraddhayat
1117,318,dhIrAvI
1118,319,kIcakaniSUdana
1119,320,virajana
1120,320,mAtRguptAbhiSeNana
1121,320,poSuka
1122,320,bhUmisvAmin
1123,320,zaradaNDa
1124,320,citrakavitva
1125,321,koTIdhvaja
1126,321,zakradhvaja
1127,321,mummaDideva
1128,321,asthikhAda
1129,321,annahartR
1130,321,kauthumaka
1131,322,pronmIl
1132,323,sparzAna
1133,323,muktAdAman
1134,324,praNayamadhura
1135,324,tApezvaratIrtha
1136,325,saubhAgyatantrapArAyaNavidhi
1137,325,prAyazcittasaMgraha
1138,325,sarvatva
1139,325,mahI
1140,326,devaja
1141,326,devakulika
1142,326,vimarzita
1143,326,sAkSAtkR
1144,327,sudhodgAra
1145,327,brahmabodhyA
1146,327,saubhAgyavrata
1147,327,haranArAyaNa
1148,327,citradharman
1149,328,guNigaNa
1150,329,bRhadAraNyakabhASya
1151,329,Urdhvaretas
1152,329,ardhAMza
1153,329,bhaGgIla
1154,330,dhik
1155,330,upazlAghA
1156,330,kapotapAli
1157,330,ArAjJaka
1158,330,kaTasthala
1159,331,yUthatvA
1160,332,yantrapUjanaprakAra
1161,332,rAmaNa
1162,332,kAMsyaghana
1163,332,paJcArtha
1164,333,citrAkRti
1165,333,prabudh
1166,333,yajJasAdhana
1167,334,divAsaMketa
1168,335,zazirazmi
1169,335,devabhakti
1170,336,sumanaHpattrikA
1171,336,vihasita
1172,336,AGgulika
1173,336,bah
1174,336,gRdhU
1175,337,pippalAvatI
1176,337,upagahana
1177,337,pazvavadAna
1178,337,vAtavyAdhi
1179,337,paricaryA
1180,337,raGgiNI
1181,338,Urdhvadiz
1182,338,bRhadAraNyakavyAkhyA
1183,338,sudIpta
1184,338,krIDitva
1185,338,bhairava
1186,339,mUlavirecana
1187,339,nakSatramAlikA
1188,340,marmAvaraNa
1189,340,mahebhya
1190,341,astabdha
1191,341,mahAvegavatI
1192,341,kRtAnukRtakArin
1193,341,mahAphalA
1194,341,tanutrANa
1195,342,dUtitva
1196,342,parIdAha
1197,342,satpratipakSavibhAga
1198,342,vikarNin
1199,342,kaviya
