B1,B2,B3
177,29,vijarjara
178,29,kark
179,30,kAmataru
180,30,lal
181,30,nRmaNas
182,31,vAjapeyahotRsaptaka
183,31,zivadAru
184,31,aGgArajIvikA
185,31,dhorita
186,31,bhidya
187,31,dvizANika
188,31,aparapaJcAla
189,31,vizvaksena
190,32,saMdham
191,33,vizvasambhava
192,33,zAlyanna
193,33,upaveNA
194,33,medhAvin
195,33,budhadina
196,33,abhyAdru
197,33,zaivavaiSNavamatamaNDana
198,33,nAnApattrakA
199,33,kSatravidyA
200,33,svedAmbu
201,33,kRSNapakSIya
202,34,zrAntamanas
203,35,nayanavAri
204,35,dhmAyamAna
205,35,vidveSitA
206,35,marakata
207,35,chattradhAra
208,35,trilocanatIrtha
209,35,harSezvaramAhAtmya
210,36,Aduh
211,36,agrahasta
212,36,asaMbhindat
213,36,amRtotpatti
214,37,vyAvRttAtman
215,37,bhAskararAya
216,37,vighnapratikriyA
217,38,pUSadantahara
218,38,asaMskAra
219,38,pratiniryA
220,38,paricArin
221,38,vazyaka
222,38,samAnakartRka
223,38,abhiklRp
224,38,taittirIya
225,38,vItaMsa
226,38,dhUmaja
227,38,asAmi
228,39,samucchid
229,39,eSTavya
230,39,gajamalla
231,39,hasticArin
232,40,saudharmaja
233,40,prAyo
234,40,kAMsyamala
235,40,viriJca
236,40,pariharaNa
237,40,sarvadezIya
238,40,niprahan
239,40,sahasrabhRSTi
240,41,kukIla
241,41,vedasparza
242,41,paJcapAdikAvyAkhyA
243,41,himAruNa
244,41,zuka
245,41,maitrazAkhA
246,41,somarAjadeva
247,41,vATyAyanI
248,41,Askandana
249,41,alpaprabhAva
250,41,anumantraNamantra
251,42,vyAptyanugamarahasya
252,42,puruSottamatIrthaprayogatattva
253,42,luThana
254,42,saptazatIkalpa
255,42,veSTasAra
256,42,candrakAntamaya
257,42,hatottara
258,42,pratikUlokta
259,42,zamIlUna
260,43,grAmaka
261,43,akutazcid
262,44,pUSaNvat
263,44,saMkRRt
264,44,sukhAzA
265,44,upahasvan
266,44,mitrasAhvayA
267,44,taDi
268,44,jJAnAmRta
269,44,karambha
270,45,sampad
271,45,pUtanA
272,45,sevyatva
273,45,aluptamahiman
274,45,AnuyUpya
275,45,prahINadoSa
276,45,viloThin
277,46,bADha
278,46,laSmideva
279,46,saMkarSaNavidyA
280,46,zItArta
281,46,samparikram
282,46,pASaNDastha
283,47,abhiprapac
284,47,niSpandahIna
285,48,baddhapratizrut
286,48,pUrNacandranibhAnana
287,48,vekuri
288,48,upapreS
289,48,agnisava
290,48,devavatI
291,48,pradeyA
292,48,rathacakrAkRti
293,48,avivAkya
294,48,govindagira
295,48,ghaNDa
296,49,mRdutAla
297,49,suradundubhi
298,49,Urdhvasthiti
299,49,vAmAkSi
300,50,prAkziraska
301,50,puruhanman
302,50,vyAhruti
303,50,madrikAkalpa
304,50,vajralepAya
305,50,gAruDapurANa
306,50,tattvaviveka
307,51,prakledin
308,51,nItinipuNa
309,51,lUtikA
310,51,parityakta
311,51,kabru
312,51,bisavatI
313,52,satkiSku
314,52,rasarAjahaMsa
315,52,varuDa
316,52,mitrakaraNa
317,52,svadhaya
318,52,sphuTadarpaNa
319,52,hematAla
320,52,aviprakRSTa
321,52,puMrUpa
322,53,antareSa
323,53,bhilloTa
324,53,pattralatA
325,53,saMvatsarotsavakalpalatA
326,53,prayAgasetu
327,54,marda
328,55,vidhuvadanA
329,56,kiMvadanta
330,56,karatha
331,56,vedapathin
332,56,vAtakalAkalA
333,56,kusambandha
334,57,sarvakeza
335,57,asmatrAJc
336,57,navanItapRzni
337,57,trapAraNDA
338,57,timiranAzana
339,57,paryAkSip
340,57,marta
341,57,kubjAlIDha
342,57,maurvikA
343,57,dArvikA
344,58,ATa
345,58,karNadhAratA
346,58,daityaniSUdana
347,58,maJjunandin
348,58,timirin
349,59,prakaTa
350,59,saMdarzana
351,59,svalpatantratva
352,59,annAdin
353,59,varuNapriyA
354,59,tilakaya
355,59,IryA
356,59,gandhavyAkula
357,59,abhyAkarSa
358,59,yonimukta
359,59,saMtatavepathu
360,60,daNDamatsya
361,60,prakriyAsAra
362,60,jaGghikA
363,60,agrabIja
364,61,kapiladrAkSA
365,61,hayana
366,61,pANin
367,61,bhitticaura
368,61,haribhAnuzukla
369,61,prasUtikA
370,61,adviyoni
371,62,apurAtana
372,62,pUjAkrama
373,62,skannatva
374,62,ekAgra
375,62,satyaMkArakRta
376,62,bhuktavibhukta
377,63,kRmisUtra
378,63,arthapara
379,63,saumakratavIya
380,64,nirvighnam
381,64,eSaiSya
382,64,vijitAsu
383,64,rathya
384,65,kRtapuNya
385,65,aSTakA
386,65,bIjoptividhi
387,65,anusrotasa
388,65,varuNaka
389,65,gopakanyakA
390,65,abaddhamukha
391,65,avakSaya
392,65,bhUgolahastAmalaka
393,65,mantrabrAhmaNavid
394,65,tuvigrAbha
395,66,manoka
396,66,zukanalikAnyAyena
397,66,uroja
398,66,zikhipuccha
399,66,apATava
400,66,tRSNAkSaya
401,66,paTujAtIya
402,66,hRdayAlu
403,66,apahastaya
404,66,dvitaya
405,67,apavAdin
406,67,kArtAntika
407,67,raktasaMjJa
408,67,prAksaMstha
409,67,vaidyota
410,67,koTapa
411,67,vyomAri
412,68,piNDIkR
413,68,viSThAbhUdAraka
414,69,abhuva
415,69,sId
416,69,chAyAtaru
417,69,phANi
418,69,audvAhika
419,69,svacara
420,70,avakR
421,70,rudrahRdayopaniSad
422,70,acandra
423,70,sollAsam
424,70,agaru
425,70,pratighoSiNI
426,70,tryuttarIbhAva
427,70,padastobha
428,70,sakthi
429,70,munIndra
430,70,yauvanazrI
431,71,anvAcar
432,71,priyaMvada
433,71,zayaNDaka
434,71,puSpANanADa
435,71,sArasundarI
436,71,saiMhakaroNa
437,72,parimaNDalita
438,72,nirmitarAga
439,73,zatrusAha
440,73,ApiGgala
441,73,bhuktapUrvin
442,73,kSoNIpati
443,74,abhizocayiSNu
444,74,samayajJa
445,74,tAmraphalaka
446,74,nAgasambhUta
447,75,gaurikA
448,75,mantraratnAvalIkoza
449,75,nIrandhrita
450,75,pravicakS
451,75,harSula
452,75,sutiktA
453,75,kSIrahotR
454,76,madhunandi
455,76,cIruka
456,76,jJapticaturtha
457,77,dattapUrvoktazApabhI
458,77,cittavRtti
459,77,kSArapAla
460,77,bhasmapraharaNa
461,77,mAtRghAtaka
462,77,sunU
463,77,kArtArthya
464,77,sukhabhogin
465,77,prajalpana
466,77,bhadanta
467,78,ghorI
468,78,pUrvotpanna
469,78,rUDhamUlatva
470,78,ahaMkartavya
471,78,bhUteza
472,79,mArjAraka
473,79,zAlvaka
474,80,udantaka
475,80,zuddhAzaya
476,81,vime
477,81,priyadarzikA
478,81,nandapaNDita
479,81,madakarin
480,82,vinirmiti
481,82,kaND
482,82,kuSThin
483,82,vanamAlimizra
484,82,yathAkAmavadhya
485,83,dhUmAGga
486,83,bRhatkAza
487,83,bhogavat
488,83,jalaukas
489,83,triviSTapasad
490,83,vipralobhin
491,83,upavIra
492,83,samupoSita
493,83,darbhamaya
494,84,cAdi
495,84,hutabhakSa
496,84,madhyam
497,85,kaSAyita
498,85,dvAdazArcis
499,86,gAyatravartani
500,86,kusumadhvaja
501,86,kusakhI
502,86,yanmAtra
503,86,purobhAga
504,87,tuSArakaNa
505,87,vaizvAmitrika
506,87,cakSUkR
507,87,karmasUtra
508,87,bhagnamanas
509,87,laNDraja
510,87,janitvA
511,88,pilipicchi
512,88,majjArajas
513,88,maulikya
514,88,pratihAna
515,89,tiryagyonigamana
516,90,vizvajyotiSa
517,91,kramamANa
518,91,adhaHpuSpI
519,91,alAbU
520,91,bArhad
521,91,dizobhAj
522,91,sUryaruc
523,91,paTalikA
524,91,vRkSamArjAra
525,92,bRsikA
526,92,aSTi
527,92,utkRtyamAna
528,92,goSadAdi
529,92,anvRcam
530,92,bhaumaka
531,92,upabheda
532,92,vatsavinda
533,93,mAnayitavya
534,93,naranAman
535,93,vartra
536,93,abhyamita
537,93,mitravardha
538,93,drutataram
539,94,toka
540,94,azmakuTTa
541,94,ratnamAlAvatI
542,94,saMnaddha
543,94,dadhisambhava
544,94,tanUtyaj
545,94,kaNThanAlI
546,94,arthitva
547,94,AtmanAdvitIya
548,94,SarjUra
549,94,mAyeya
550,95,svapnAntara
551,95,svadRSTa
552,95,badhyoga
553,95,triNavasAhasra
554,95,bhadramallikA
555,96,ziMhANaka
556,96,upasatpatha
557,96,vijane
558,96,Akhuratha
559,96,uruSyA
560,96,mahelApAda
561,96,girijAkumAra
562,96,naSTarUpA
563,96,haiDimbi
564,96,zRGgArapadya
565,96,lokatA
566,97,bhaiSajyasArAmRtasaMhitA
567,97,jalaviSuva
568,97,bhinnadalA
569,98,satatotthita
570,98,pramoditA
571,98,asamIkSita
572,98,tadarthatA
573,98,svargaukas
574,98,taraddveSas
575,98,bhadanta
576,98,vaktukAma
577,98,prAvAra
578,98,tiktabhadraka
579,99,siddhAntasundara
580,99,parAkrama
581,99,vasUya
582,99,dhUmaketu
583,99,dreSkANa
584,99,kAruNyavedin
585,99,parAnasA
586,99,laghUtthAnatA
587,99,ekatodat
588,100,preSya
589,100,puSpaja
590,100,sarathin
591,100,vAdasAdhana
592,100,priyApAya
593,100,bhadrapITha
594,100,maNimaJjarI
595,100,parvatAgra
596,100,madhyamIya
597,100,sAzrulocana
598,100,purovRtta
